ID,Acceleration,Added on,Age,Aggression,Agility,Att. WR,Balance,Ball Control,Club,Composure,Crossing,Curve,Def. WR,Defending,Diving,Dribbling,FK. Accuracy,Finishing,Foot,Fullname,Handling,Heading Accuracy,Height,Interceptions,Intl. Rep,Jumping,Kicking,League,Long Passing,Long Shots,Marking,Nation,Origin,Pace,Passing,Penalties,Physicality,Positioning,R.Face,Reactions,Reflexes,Revision,Shooting,Short Passing,Shot Power,Skills,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys,Weak Foot,Weight
14135,74,2018-09-19,24 years old,61,56,Med,69,64,FC St. Gallen,52,38,32,Med,60,,64,38,37,Left,Slimen Kchouk,,57,"182cm | 6'0""",60,1,61,,Raiffeisen Super League,54,30,57,Tunisia,N\A,74,49,23,61,28,,69,,Normal,28,54,37,2,55,75,68,55,68,49,30,3,72
14136,60,2018-09-19,21 years old,64,54,Med,54,53,VfL Sportfreunde Lotte,61,46,35,Med,59,,53,46,37,Right,Lars Dietz,,60,"190cm | 6'3""",59,1,65,,3. Liga,43,29,60,Germany,Transfers,60,52,56,65,37,,54,,Normal,37,43,37,2,61,59,36,61,36,52,29,2,79
14137,59,2018-09-19,19 years old,52,57,Med,55,55,SSV Jahn Regensburg,43,53,48,Med,56,,55,53,49,Right,Adrian Fein,,59,"187cm | 6'2""",56,1,64,,Bundesliga 2,49,48,59,Germany,Transfers,59,61,56,64,49,,55,,Normal,49,49,49,2,62,63,65,62,65,61,48,4,81
14138,51,2018-09-19,21 years old,51,58,High,56,65,Fenerbahçe SK,57,45,39,Low,28,,65,45,53,Left,Ahmethan Köse,,12,"182cm | 6'0""",28,,52,,Süper Lig,33,65,12,Turkey,N\A,51,44,65,52,62,,56,,Normal,62,33,53,2,64,59,61,64,61,44,65,3,70
14139,58,2018-09-19,20 years old,51,61,Med,67,69,TSG 1899 Hoffenheim,58,48,41,Med,22,,69,48,62,Left,Meris Skenderovic,,20,"182cm | 6'0""",22,1,49,,Bundesliga,36,66,20,Montenegro,N\A,58,44,58,49,61,,67,,Normal,61,36,62,3,53,67,62,53,62,44,66,3,73
14140,62,2018-09-19,20 years old,61,57,Med,59,58,Leicester City,50,41,29,High,61,,58,41,45,Right,Darnell Johnson,,59,"185cm | 6'1""",61,1,66,,Premier League,54,29,59,England,N\A,62,48,49,66,35,,59,,Normal,35,54,45,2,58,64,67,58,67,48,29,2,80
14141,73,2018-09-19,21 years old,51,55,Med,58,60,Swansea City,63,40,43,Med,61,,60,40,54,Right,Tyler Reid,,57,"186cm | 6'1""",61,,65,,EFL Championship,59,31,57,England,N\A,73,41,32,65,32,,58,,Normal,32,59,54,2,57,72,55,57,55,41,31,2,86
14142,57,2018-09-19,19 years old,54,59,Med,60,67,Galatasaray SK,54,47,45,Med,56,,67,47,59,Right,Gökay Güney,,52,"180cm | 5'11""",56,1,60,,Süper Lig,42,36,52,Turkey,N\A,57,56,59,60,48,,60,,Normal,48,42,59,2,56,65,60,56,60,56,36,3,72
14143,64,2018-09-19,23 years old,49,60,High,65,70,Newcastle United,59,45,40,Med,60,,70,45,58,Right,Jamie Sterry,,60,"180cm | 5'11""",60,1,65,,Premier League,57,32,60,England,N\A,64,50,37,65,36,,65,,Normal,36,57,58,2,55,66,63,55,63,50,32,3,76
14144,55,2018-09-19,21 years old,67,62,Med,63,67,Newcastle United,49,63,59,Med,46,,67,63,49,Right,Daniel Barlaser,,56,"184cm | 6'0""",46,1,44,,Premier League,58,52,56,England,N\A,55,62,66,44,55,,63,,Normal,55,58,49,3,42,56,45,42,45,62,52,3,62
14145,60,2018-09-19,18 years old,24,66,Med,46,46,SV Werder Bremen,61,29,15,Med,38,60,46,29,10,Right,Luca Plogmann,57,10,"188cm | 6'2""",38,1,54,55,Bundesliga,12,10,10,Germany,N\A,60,55,26,54,57,,46,66,Normal,57,12,10,1,13,38,67,13,67,55,10,4,78
14146,59,2018-09-19,20 years old,52,59,Med,50,68,CSKA Moscow,58,50,64,Med,59,,68,50,55,Right,Khetag Khosonov,,56,"185cm | 6'1""",59,1,53,,League of Russia,41,49,56,Russia,N\A,59,55,56,53,50,,50,,Normal,50,41,55,2,59,60,63,59,63,55,49,3,76
14147,65,2018-09-19,22 years old,57,63,Med,69,74,CSKA Moscow,47,56,46,Med,24,,74,56,62,Right,Alexandr Makarov,,24,"178cm | 5'10""",24,1,46,,League of Russia,61,61,24,Russia,N\A,65,55,63,46,60,,69,,Normal,60,61,62,2,46,63,75,46,75,55,61,3,73
14148,59,2018-09-19,22 years old,47,64,Med,68,80,Genoa,54,62,40,Med,59,,80,62,53,Right,Stephane Omeonga,,54,"177cm | 5'10""",59,1,46,,Serie A TIM,44,29,54,Belgium,N\A,59,57,44,46,36,,68,,Normal,36,44,53,3,49,65,59,49,59,57,29,2,72
14149,68,2018-09-19,32 years old,48,49,Med,60,53,Lokomotiv Moscow,56,48,48,Med,62,,53,48,29,Right,Boris Rotenberg,,65,"188cm | 6'2""",62,1,63,,League of Russia,56,40,65,Finland,N\A,68,50,58,63,42,,60,,Normal,42,56,29,2,59,67,57,59,57,50,40,2,84
14150,60,2018-09-19,20 years old,73,56,Low,62,53,Buenos Aires,58,49,35,Med,57,,53,49,30,Right,Julián Chicco,,55,"185cm | 6'1""",57,1,69,,SAF,45,34,55,Argentina,N\A,60,52,57,69,41,,62,,Normal,41,45,30,2,59,56,60,59,60,52,34,3,76
14151,59,2018-09-19,23 years old,25,59,Med,52,48,Medipol Başakşehir FK,55,40,20,Med,58,59,48,40,16,Right,Faruk Çakir,60,25,"191cm | 6'3""",58,1,58,59,Süper Lig,14,19,25,Turkey,N\A,59,59,22,58,60,,52,59,Normal,60,14,16,1,12,58,53,12,53,59,19,1,80
14152,71,2018-09-19,21 years old,55,61,Med,73,70,FC Nantes,52,60,55,Med,48,,70,60,58,Left,Roli Pereira de Sa,,57,"177cm | 5'10""",48,,56,,Ligue 1 Conforama,58,55,57,France,N\A,71,60,59,56,55,,73,,Normal,55,58,58,2,59,75,52,59,52,60,55,2,71
14153,65,2018-09-19,23 years old,62,54,Med,58,58,AS Saint-Étienne,58,41,52,Med,61,,58,41,50,Right,Brian Landini,,65,"180cm | 5'11""",61,,67,,Ligue 1 Conforama,48,53,65,France,N\A,65,48,50,67,51,,58,,Normal,51,48,50,2,49,63,60,49,60,48,53,3,87
14154,67,2018-09-19,18 years old,56,64,Med,71,77,AS Saint-Étienne,47,67,61,Med,42,,77,67,37,Right,Kenny Rocha Santos,,31,"174cm | 5'9""",42,,46,,Ligue 1 Conforama,52,51,31,Cape Verde Islands,N\A,67,61,51,46,51,,71,,Normal,51,52,37,3,53,68,62,53,62,61,51,3,67
14155,55,2018-09-19,19 years old,50,62,Med,55,65,En Avant de Guingamp,57,45,48,Med,56,,65,45,49,Left,Mattéo Ahlinvi,,52,"183cm | 6'0""",56,,58,,Ligue 1 Conforama,50,49,52,France,N\A,55,57,59,58,51,,55,,Normal,51,50,49,3,60,58,63,60,63,57,49,3,68
14156,57,2018-09-19,21 years old,64,60,Med,66,43,Girona FC,62,45,42,Med,57,,43,45,52,Left,Sergi Álamo Bautista,,58,"190cm | 6'3""",57,1,63,,LaLiga Santander,60,35,58,Spain,N\A,57,51,30,63,34,,66,,Normal,34,60,52,2,54,54,48,54,48,51,35,2,80
14157,60,2018-09-19,20 years old,64,55,Med,55,61,Club León,58,46,33,Med,28,,61,46,57,Right,Juan José Calero,,20,"185cm | 6'1""",28,1,57,,LIGA Bancomer MX,41,61,20,Colombia,N\A,60,49,61,57,59,,55,,Normal,59,41,57,2,58,59,56,58,56,49,61,3,80
14158,49,2018-09-19,22 years old,65,53,Med,50,63,Club León,47,32,35,Med,60,,63,32,26,Right,Cristian Torres,,47,"182cm | 6'0""",60,1,64,,LIGA Bancomer MX,53,36,47,Mexico,N\A,49,49,60,64,41,,50,,Normal,41,53,26,2,62,53,69,62,69,49,36,3,78
14159,78,2018-09-19,20 years old,62,66,Med,81,81,Guadalajara,56,43,33,Med,40,,81,43,58,Left,Alex Zendejas,,40,"169cm | 5'7""",40,1,51,,LIGA Bancomer MX,40,48,40,Mexico,N\A,78,49,51,51,47,,81,,Normal,47,40,58,2,43,77,60,43,60,49,48,3,65
14160,72,2018-09-19,20 years old,59,61,High,64,62,AEK Athens,54,42,33,Med,59,,62,42,45,Left,Georgios Giannoutsos,,56,"181cm | 5'11""",59,1,64,,Hellas Liga,54,29,56,Greece,N\A,72,46,42,64,32,,64,,Normal,32,54,45,2,52,67,65,52,65,46,29,3,79
14161,74,2018-09-19,23 years old,57,53,Med,52,52,Al Hilal,58,45,32,Med,58,,52,45,50,Right,Mohammed Al Baqawi,,57,"172cm | 5'8""",58,1,62,,Saudi Professional League,58,23,57,Saudi Arabia,N\A,74,52,30,62,28,,52,,Normal,28,58,50,2,44,71,60,44,60,52,23,3,69
14162,59,2018-09-19,29 years old,32,58,Med,39,38,Al Ahli,60,27,12,Med,49,59,38,27,18,Right,Basem Al Baqi,57,21,"185cm | 6'1""",49,1,64,55,Saudi Professional League,15,14,21,Saudi Arabia,N\A,59,55,22,64,57,,39,58,Normal,57,15,18,1,18,49,56,18,56,55,14,2,89
14163,74,2018-09-19,21 years old,49,64,High,76,84,Portland Timbers,55,52,32,Low,21,,84,52,58,Right,Victor Arboleda,,20,"170cm | 5'7""",21,1,44,,Major League Soccer,52,54,20,Colombia,N\A,74,51,65,44,56,,76,,Normal,56,52,58,2,49,77,62,49,62,51,54,3,65
14164,62,2018-09-19,21 years old,19,59,Med,24,23,FC Ingolstadt 04,52,27,10,Med,22,62,23,27,4,Left,Fabijan Buntic,59,10,"194cm | 6'4""",22,1,58,58,Bundesliga 2,10,8,10,Croatia,N\A,62,58,23,58,59,,24,59,Normal,59,10,4,1,14,22,30,14,30,58,8,2,86
14165,65,2018-09-19,20 years old,36,59,Med,50,48,Rio Ave FC,60,47,15,Med,41,65,48,47,13,Right,Carlos Reinaldo Moreira Alves,56,19,"187cm | 6'2""",41,1,56,66,Liga NOS,13,18,19,Portugal,N\A,65,66,16,56,56,,50,59,Normal,56,13,13,1,15,41,68,15,68,66,18,2,80
14166,62,2018-09-19,26 years old,25,62,Med,30,29,Dijon FCO,58,31,21,Med,25,62,29,31,6,Right,Bobby Allain,57,10,"185cm | 6'1""",25,1,57,59,Ligue 1 Conforama,16,15,10,France,N\A,62,59,18,57,57,,30,62,Normal,57,16,6,1,18,25,45,18,45,59,15,2,77
14167,77,2018-09-19,22 years old,72,52,Med,57,70,Benevento,60,39,41,High,59,,70,39,48,Right,Bright Gyamfi,,56,"178cm | 5'10""",59,1,66,,Calcio B,46,29,56,Ghana,N\A,77,44,28,66,32,,57,,Normal,32,46,48,2,56,80,63,56,63,44,29,2,76
14168,65,2018-09-19,24 years old,68,56,Med,55,45,Club Necaxa,61,47,40,Med,56,,45,47,49,Right,Carlos Villanueva,,53,"185cm | 6'1""",56,1,67,,LIGA Bancomer MX,57,30,53,Mexico,N\A,65,54,61,67,46,,55,,Normal,46,57,49,2,40,66,52,40,52,54,30,3,81
14169,63,2018-09-19,30 years old,42,63,Med,35,39,Chicago Fire Soccer Club,46,47,19,Med,43,63,39,47,11,Right,Patrick McLain,57,24,"191cm | 6'3""",43,1,57,62,Major League Soccer,11,18,24,United States,N\A,63,62,25,57,57,,35,63,Normal,57,11,11,1,14,43,58,14,58,62,18,2,93
14170,66,2018-09-19,21 years old,65,56,High,62,60,Aberdeen,51,47,38,Low,23,,60,47,56,Right,Sam Cosgrove,,14,"188cm | 6'2""",23,1,71,,Scottish Premiership,31,57,14,England,N\A,66,44,55,71,55,,62,,Normal,55,31,56,2,65,64,71,65,71,44,57,3,82
14171,58,2018-09-19,21 years old,76,60,Med,66,66,BSC Young Boys,60,55,38,Med,54,,66,55,51,Right,Michel Aebischer,,53,"183cm | 6'0""",54,1,66,,Raiffeisen Super League,57,49,53,Switzerland,N\A,58,57,51,66,46,,66,,Normal,46,57,51,2,51,58,64,51,64,57,49,3,74
14172,79,2018-09-19,23 years old,80,59,High,73,77,Djurgårdens IF,51,55,32,Med,53,,77,55,48,Right,Johan Andersson,,49,"176cm | 5'9""",53,1,62,,Allsvenskan,62,39,49,Sweden,N\A,79,55,41,62,39,,73,,Normal,39,62,48,2,48,78,69,48,69,55,39,3,66
14173,54,2018-09-19,22 years old,64,47,Med,53,51,Middlesbrough,59,39,36,Med,60,,51,39,46,Left,Nathan McGinley,,60,"191cm | 6'3""",60,1,67,,EFL Championship,45,37,60,England,N\A,54,42,32,67,35,,53,,Normal,35,45,46,2,55,52,57,55,57,42,37,3,75
14174,56,2018-09-19,23 years old,57,54,Med,45,52,R. Valladolid CF,57,58,37,Med,60,,52,58,60,Right,Javier Pérez Mateo,,63,"184cm | 6'0""",60,1,60,,LaLiga Santander,42,56,63,Spain,N\A,56,53,42,60,53,,45,,Normal,53,42,60,2,43,52,64,43,64,53,56,3,74
14175,63,2018-09-19,20 years old,20,62,Med,22,26,Standard de Liège,55,28,11,Med,25,63,26,28,6,Right,Arnaud Bodart,59,15,"184cm | 6'0""",25,1,54,57,Belgium Pro League,15,7,15,Belgium,N\A,63,57,25,54,59,,22,62,Normal,59,15,6,1,15,25,61,15,61,57,7,2,75
14176,86,2018-09-19,19 years old,54,60,Med,69,76,Rangers FC,57,51,33,Low,25,,76,51,50,Right,Serge Atakayi,,17,"171cm | 5'7""",25,1,47,,Scottish Premiership,56,50,17,Finland,N\A,86,51,60,47,49,,69,,Normal,49,56,50,3,38,87,37,38,37,51,50,3,65
14177,75,2018-09-19,21 years old,73,61,Med,70,66,Holstein Kiel,52,52,28,Med,55,,66,52,38,Left,Arne Sicker,,53,"184cm | 6'0""",55,1,65,,Bundesliga 2,60,28,53,Germany,N\A,75,52,40,65,30,,70,,Normal,30,60,38,2,48,75,75,48,75,52,28,3,67
14178,73,2018-09-19,20 years old,59,61,Med,77,74,Holstein Kiel,46,35,33,Med,22,,74,35,54,Right,Utku Sen,,18,"178cm | 5'10""",22,,56,,Bundesliga 2,50,65,18,Germany,N\A,73,42,63,56,61,,77,,Normal,61,50,54,2,53,78,71,53,71,42,65,4,83
14179,80,2018-09-19,21 years old,59,60,Med,63,74,Club Atlas,51,42,35,Med,56,,74,42,46,Right,Cristian Calderón,,57,"171cm | 5'7""",56,1,51,,LIGA Bancomer MX,57,33,57,Mexico,N\A,80,48,31,51,34,,63,,Normal,34,57,46,2,50,78,58,50,58,48,33,2,66
14180,78,2018-09-19,23 years old,51,60,Med,78,70,D.C. United,49,35,48,Med,59,,70,35,47,Right,Chris Odoi-Atsem,,57,"178cm | 5'10""",59,1,55,,Major League Soccer,56,39,57,United States,N\A,78,51,52,55,42,,78,,Normal,42,56,47,2,42,79,75,42,75,51,39,3,68
14181,66,2018-09-19,21 years old,67,64,Med,71,67,Frosinone,56,57,48,Med,45,,67,57,58,Right,Emmanuel Besea,,55,"183cm | 6'0""",45,1,71,,Serie A TIM,39,43,55,Ghana,N\A,66,55,55,71,47,,71,,Normal,47,39,58,3,39,64,56,39,56,55,43,2,75
14182,90,2018-09-19,21 years old,63,64,High,77,62,Brentford,52,55,34,High,38,,62,55,45,Right,Chiedozie Ogbene,,35,"175cm | 5'9""",38,1,68,,EFL Championship,43,59,35,Republic of Ireland,N\A,90,46,58,68,54,,77,,Normal,54,43,45,2,41,91,63,41,63,46,59,4,75
14183,69,2018-09-19,25 years old,63,60,Med,55,65,Al Nassr,59,53,46,Med,55,,65,53,56,Right,Hamad Al Mansour,,56,"178cm | 5'10""",55,1,67,,Saudi Professional League,59,44,56,Saudi Arabia,N\A,69,57,62,67,51,,55,,Normal,51,59,56,2,54,73,67,54,67,57,44,3,73
14184,53,2018-09-19,23 years old,58,56,Low,50,74,Evkur Yeni Malatyaspor,58,43,41,Med,60,,74,43,40,Right,Rahman Bugra Çagiran,,59,"176cm | 5'9""",60,1,52,,Süper Lig,49,34,59,Turkey,N\A,53,56,56,52,41,,50,,Normal,41,49,40,2,65,44,55,65,55,56,34,3,64
14185,69,2018-09-19,20 years old,66,63,Med,65,84,Evkur Yeni Malatyaspor,59,34,33,Med,60,,84,34,50,Right,Sincere Muenfuh Seth,,59,"170cm | 5'7""",60,1,59,,Süper Lig,45,34,59,Nigeria,N\A,69,40,31,59,33,,65,,Normal,33,45,50,2,53,70,63,53,63,40,34,2,65
14186,63,2018-09-19,23 years old,28,60,Med,42,39,1. FC Kaiserslautern,57,36,15,Med,40,63,39,36,5,Left,Jan-Ole Sievers,55,14,"188cm | 6'2""",40,1,58,55,3. Liga,14,12,14,Germany,N\A,63,55,34,58,55,,42,60,Normal,55,14,5,1,14,40,53,14,53,55,12,3,77
14187,57,2018-09-19,32 years old,29,60,Med,42,47,1. FC Kaiserslautern,58,31,11,Med,36,57,47,31,8,Left,Wolfgang Hesl,59,19,"186cm | 6'1""",36,1,63,48,3. Liga,9,8,19,Germany,N\A,57,48,19,63,59,,42,60,Normal,59,9,8,1,12,36,67,12,67,48,8,2,87
14188,64,2018-09-19,32 years old,60,60,Med,64,62,Vissel Kobe,56,54,34,High,53,,62,54,50,Left,Wataru Hashimoto,,62,"181cm | 5'11""",53,1,63,,Meiji Yasuda J1 League,69,39,62,Japan,N\A,64,60,44,63,39,,64,,Normal,39,69,50,2,41,60,70,41,70,60,39,2,72
14189,58,2018-09-19,22 years old,64,49,Med,44,50,Rotherham United,57,40,33,Med,58,,50,40,25,Right,Emmanuel Onariase,,56,"188cm | 6'2""",58,1,69,,EFL Championship,33,25,56,England,N\A,58,36,43,69,31,,44,,Normal,31,33,25,2,62,59,77,62,77,36,25,3,77
14190,59,2018-09-19,22 years old,64,51,Med,50,59,Sydney FC,51,40,19,Med,60,,59,40,36,Right,Aaron Calver,,58,"186cm | 6'1""",60,1,71,,Hyundai A-League,65,23,58,Australia,N\A,59,51,33,71,26,,50,,Normal,26,65,36,2,59,59,77,59,77,51,23,2,76
14191,54,2018-09-19,22 years old,65,47,Med,57,64,Sydney FC,52,29,26,High,61,,64,29,28,Left,Ben Warland,,59,"185cm | 6'1""",61,1,67,,Hyundai A-League,36,22,59,Australia,N\A,54,32,32,67,24,,57,,Normal,24,36,28,2,55,48,70,55,70,32,22,2,82
14192,92,2018-09-19,20 years old,84,64,High,91,93,Sydney FC,48,48,27,High,23,,93,48,64,Right,Trent Buhagiar,,24,"178cm | 5'10""",23,1,62,,Hyundai A-League,48,61,24,Australia,N\A,92,49,49,62,55,,91,,Normal,55,48,64,3,51,93,70,51,70,49,61,4,65
14193,72,2018-09-19,20 years old,64,57,Med,63,64,Grasshopper Club Zürich,64,48,32,Med,26,,64,48,53,Right,Aimery Pinga,,12,"185cm | 6'1""",26,1,69,,Raiffeisen Super League,28,59,12,Switzerland,N\A,72,42,60,69,57,,63,,Normal,57,28,53,2,60,69,68,60,68,42,59,3,86
14194,71,2018-09-19,22 years old,69,64,Med,73,72,Brisbane Roar,54,59,37,Med,55,,72,59,58,Right,Stefan Nigro,,63,"181cm | 5'11""",55,1,62,,Hyundai A-League,54,33,63,Australia,N\A,71,57,48,62,37,,73,,Normal,37,54,58,3,42,73,63,42,63,57,33,3,70
14195,63,2018-09-19,32 years old,22,58,Med,29,49,Cerezo Osaka,44,45,15,Med,26,63,49,45,9,Right,Kenta Tanno,67,12,"184cm | 6'0""",26,1,56,58,Meiji Yasuda J1 League,14,8,12,Japan,N\A,63,58,23,56,67,,29,58,Normal,67,14,9,1,12,26,65,12,65,58,8,2,75
14196,58,2018-09-19,26 years old,59,61,Med,66,74,Cerezo Osaka,59,64,38,Med,48,,74,64,57,Right,Takaki Fukumitsu,,45,"171cm | 5'7""",48,1,53,,Meiji Yasuda J1 League,60,43,45,Japan,N\A,58,61,23,53,42,,66,,Normal,42,60,57,2,37,53,47,37,47,61,43,3,63
14197,68,2018-09-19,21 years old,75,64,Med,72,68,Kalmar FF,54,57,41,Med,42,,68,57,52,Right,Herman Hallberg,,38,"180cm | 5'11""",42,1,64,,Allsvenskan,58,46,38,Sweden,N\A,68,59,58,64,52,,72,,Normal,52,58,52,2,39,71,58,39,58,59,46,2,71
14198,70,2018-09-19,21 years old,59,65,Med,77,76,Kalmar FF,52,58,48,Med,37,,76,58,49,Right,Filip Sachpekidis,,28,"180cm | 5'11""",37,1,56,,Allsvenskan,47,48,28,Sweden,N\A,70,56,54,56,50,,77,,Normal,50,47,49,3,40,72,65,40,65,56,48,2,76
14199,57,2018-09-19,23 years old,50,61,Med,47,69,Hokkaido Consadole Sapporo,53,51,39,Med,57,,69,51,44,Right,Kazuki Fukai,,52,"177cm | 5'10""",57,1,59,,Meiji Yasuda J1 League,52,40,52,Japan,N\A,57,58,56,59,44,,47,,Normal,44,52,44,2,46,58,57,46,57,58,40,4,72
14200,70,2018-09-19,22 years old,66,63,High,73,68,Luton Town,55,53,37,Med,53,,68,53,58,Right,Jack Stacey,,58,"178cm | 5'10""",53,1,59,,EFL League One,60,50,58,England,N\A,70,57,58,59,54,,73,,Normal,54,60,58,2,53,70,52,53,52,57,50,3,62
14201,77,2018-09-19,23 years old,72,60,Med,68,68,Luton Town,41,52,48,Med,31,,68,52,47,Right,Harry Cornick,,23,"180cm | 5'11""",31,1,59,,EFL League One,59,55,23,England,N\A,77,54,66,59,53,,68,,Normal,53,59,47,2,42,75,45,42,45,54,55,3,84
14202,44,2018-09-19,23 years old,31,38,Med,36,49,Luton Town,58,32,36,Med,58,,49,32,28,Right,Lloyd Jones,,65,"190cm | 6'3""",58,1,60,,EFL League One,32,24,65,England,N\A,44,41,44,60,30,,36,,Normal,30,32,28,2,61,40,66,61,66,41,24,2,75
14203,76,2018-09-19,21 years old,62,64,Med,78,76,Western Sydney Wanderers,54,51,36,Med,39,,76,51,53,Right,Jordan O'Doherty,,46,"168cm | 5'6""",39,1,61,,Hyundai A-League,58,54,46,Australia,N\A,76,53,58,61,55,,78,,Normal,55,58,53,2,44,75,66,44,66,53,54,3,62
14204,70,2018-09-19,23 years old,49,58,Med,65,68,Luton Town,51,30,53,Med,26,,68,30,62,Right,Elliot Lee,,15,"180cm | 5'11""",26,1,56,,EFL League One,27,62,15,England,N\A,70,38,64,56,60,,65,,Normal,60,27,62,2,54,68,31,54,31,38,62,3,72
14205,72,2018-09-19,21 years old,67,63,Med,79,77,SpVgg Unterhaching,56,51,40,Med,34,,77,51,57,Right,Luca Marseiler,,37,"176cm | 5'9""",34,1,52,,3. Liga,49,53,37,Germany,N\A,72,51,48,52,49,,79,,Normal,49,49,57,3,36,74,67,36,67,51,53,5,68
14206,70,2018-09-19,23 years old,53,57,Med,62,65,Lechia Gdańsk,56,53,45,Med,37,,65,53,54,Right,Jakub Arak,,45,"183cm | 6'0""",37,1,57,,Ekstraklasa,34,62,45,Poland,N\A,70,52,62,57,57,,62,,Normal,57,34,54,2,61,72,63,61,63,52,62,3,78
14207,60,2018-09-19,23 years old,38,61,Med,30,51,Queens Park Rangers,57,45,13,Med,43,60,51,45,19,Right,Joe Lumley,61,25,"190cm | 6'3""",43,1,55,64,EFL Championship,18,12,25,England,N\A,60,64,19,55,61,,30,61,Normal,61,18,19,1,19,43,51,19,51,64,12,3,73
14208,89,2018-09-19,20 years old,54,62,Med,71,73,Queens Park Rangers,52,45,35,Med,35,,73,45,53,Right,Bright Osayi-Samuel,,25,"175cm | 5'9""",35,1,58,,EFL Championship,47,53,25,Nigeria,N\A,89,49,57,58,51,,71,,Normal,51,47,53,3,44,87,45,44,45,49,53,2,72
14209,62,2018-09-19,24 years old,41,63,Med,32,55,Cádiz CF,48,31,20,Med,48,62,55,31,12,Left,David Gil Mohedano,60,25,"186cm | 6'1""",48,1,57,64,LaLiga 1 I 2 I 3,31,14,25,Spain,N\A,62,64,39,57,60,,32,63,Normal,60,31,12,1,18,48,54,18,54,64,14,2,81
14210,54,2018-09-19,22 years old,50,63,Med,63,59,Cádiz CF,45,55,54,Med,52,,59,55,49,Right,Juan Pedro Jiménez Melero,,46,"184cm | 6'0""",52,,60,,LaLiga 1 I 2 I 3,48,52,46,Spain,N\A,54,60,63,60,54,,63,,Normal,54,48,49,2,46,56,52,46,52,60,52,3,77
14211,57,2018-09-19,23 years old,33,58,Med,38,44,Preston North End,57,42,17,Med,45,57,44,42,11,Right,Michael Crowe,60,23,"193cm | 6'4""",45,1,60,58,EFL Championship,14,13,23,Wales,N\A,57,58,20,60,60,,38,58,Normal,60,14,11,1,13,45,52,13,52,58,13,2,84
14212,72,2018-09-19,20 years old,59,60,Med,74,76,MSV Duisburg,55,60,38,Med,46,,76,60,55,Right,Lukas Daschner,,52,"182cm | 6'0""",46,1,58,,Bundesliga 2,51,49,52,Germany,N\A,72,57,51,58,49,,74,,Normal,49,51,55,2,39,71,69,39,69,57,49,4,68
14213,62,2018-09-19,21 years old,65,56,Med,57,58,Bristol City,56,56,30,Med,59,,58,56,30,Right,Taylor Moore,,58,"184cm | 6'0""",59,1,69,,EFL Championship,52,26,58,England,N\A,62,58,45,69,34,,57,,Normal,34,52,30,2,63,64,73,63,73,58,26,2,80
14214,62,2018-09-19,22 years old,43,61,Med,30,48,Bristol City,45,46,12,Med,38,62,48,46,12,Right,Max O'Leary,60,19,"185cm | 6'1""",38,1,60,60,EFL Championship,16,10,19,England,N\A,62,60,25,60,60,,30,61,Normal,60,16,12,1,11,38,58,11,58,60,10,3,78
14215,66,2018-09-19,20 years old,64,55,Low,53,56,VfL Bochum 1848,55,39,35,Med,59,,56,39,44,Left,Maxim Leitsch,,56,"188cm | 6'2""",59,1,65,,Bundesliga 2,56,29,56,Germany,N\A,66,50,57,65,37,,53,,Normal,37,56,44,2,63,69,53,63,53,50,29,2,75
14216,56,2018-09-19,21 years old,72,54,Med,60,51,Stade Brestois 29,53,45,39,Med,57,,51,45,38,Right,Corentin Jacob,,59,"188cm | 6'2""",57,1,70,,Domino’s Ligue 2,39,34,59,France,N\A,56,49,54,70,42,,60,,Normal,42,39,38,2,54,63,59,54,59,49,34,2,79
14217,77,2018-09-19,20 years old,59,60,High,73,63,Jeonbuk Hyundai Motors,59,49,41,Med,33,,63,49,58,Right,Seung Min Yoo,,21,"181cm | 5'11""",33,1,52,,K LEAGUE Classic,59,55,21,Korea Republic,N\A,77,54,68,52,57,,73,,Normal,57,59,58,2,38,76,42,38,42,54,55,3,70
14218,50,2018-09-19,20 years old,40,43,Med,48,56,Heracles Almelo,56,31,27,Med,59,,56,31,31,Right,Tim van de Berg,,59,"189cm | 6'2""",59,1,61,,Eredivisie,26,21,59,Holland,N\A,50,36,46,61,28,,48,,Normal,28,26,31,2,59,58,60,59,60,36,21,3,81
14219,49,2018-09-19,23 years old,73,60,Med,58,65,Tiburones Rojos de Veracruz,57,62,55,Med,52,,65,62,60,Right,Diego Chávez,,59,"180cm | 5'11""",52,1,70,,LIGA Bancomer MX,54,60,59,Mexico,N\A,49,61,63,70,59,,58,,Normal,59,54,60,2,54,48,62,54,62,61,60,3,61
14220,72,2018-09-19,22 years old,77,62,Med,69,65,Pescara,61,48,33,Med,57,,65,48,50,Right,Ransford Selasi,,58,"178cm | 5'10""",57,,74,,Calcio B,37,23,58,Ghana,N\A,72,53,53,74,36,,69,,Normal,36,37,50,2,50,74,71,50,71,53,23,3,60
14221,53,2018-09-19,24 years old,75,53,Med,48,60,Jeju United FC,64,67,30,Med,59,,60,67,32,Right,Dong Su Lee,,61,"185cm | 6'1""",59,1,62,,K LEAGUE Classic,36,31,61,Korea Republic,N\A,53,55,42,62,36,,48,,Normal,36,36,32,2,52,60,55,52,55,55,31,3,72
