NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,LOADDATE
Nick Galle,Hallescher FC,Germany 3. Liga,LB,Bronze,59,77,56,49,64,29,53,2019-11-25 22:25:43
Fabian Rüdlin,SC Freiburg,Germany 1. Bundesliga,CDM,Bronze,59,75,58,52,60,42,55,2019-11-25 22:25:43
Corey Whitely,Newport County,England EFL League Two,RW,Bronze,59,81,54,49,62,32,50,2019-11-25 22:25:43
Mateo Klimowicz,VfB Stuttgart,Germany 2. Bundesliga,CAM,Bronze,59,72,52,52,61,46,50,2019-11-25 22:25:43
Oussoumane Camara,AJ Auxerre,France Ligue 2,CM,Bronze,59,76,52,54,58,46,57,2019-11-25 22:25:43
Serge-Philippe Raux Yao,AJ Auxerre,France Ligue 2,CB,Bronze,59,80,54,49,61,16,64,2019-11-25 22:25:43
Mircea Mihaiu,Dinamo Bucureşti,Romania Liga I,RM,Bronze,59,73,56,43,59,19,61,2019-11-25 22:25:43
Ayoub Ouhafsa,Rodez Aveyron Football,France Ligue 2,ST,Bronze,59,67,30,47,52,59,61,2019-11-25 22:25:43
Nassim Ouammou,Rodez Aveyron Football,France Ligue 2,LM,Bronze,59,40,28,47,51,58,68,2019-11-25 22:25:43
Diego Aravena,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,CM,Bronze,59,69,27,45,51,57,66,2019-11-25 22:25:43
Chris Richards,Bayern München II,Germany 3. Liga,CB,Bronze,59,61,56,58,58,46,55,2019-11-25 22:25:43
Marcel Zylla,Bayern München II,Germany 3. Liga,CAM,Bronze,59,78,53,57,60,22,51,2019-11-25 22:25:43
Yannick Osée,SV Meppen,Germany 3. Liga,CB,Bronze,59,62,38,53,53,57,63,2019-11-25 22:25:43
Sven Sonnenberg,Hansa Rostock,Germany 3. Liga,CB,Bronze,59,67,29,49,55,58,63,2019-11-25 22:25:43
Pelle Hoppe,Chemnitzer FC,Germany 3. Liga,CF,Bronze,59,63,46,54,56,56,67,2019-11-25 22:25:43
Francisc Cristea,Politehnica Iaşi,Romania Liga I,CAM,Bronze,59,71,44,53,60,44,64,2019-11-25 22:25:43
José Plascencia,Necaxa,Mexico Liga MX,CM,Bronze,59,79,55,48,63,33,50,2019-11-25 22:25:43
Eduardo Del Ángel,Monarcas Morelia,Mexico Liga MX,CDM,Bronze,59,71,55,58,64,47,52,2019-11-25 22:25:43
Raul Gavîrliță,Astra Giurgiu,Romania Liga I,ST,Bronze,59,81,50,52,57,30,62,2019-11-25 22:25:43
Marius Chelaru,Politehnica Iaşi,Romania Liga I,CM,Bronze,59,53,27,48,51,57,66,2019-11-25 22:25:43
Claudiu Petrila,CFR Cluj,Romania Liga I,LW,Bronze,59,63,46,51,58,55,69,2019-11-25 22:25:43
Răzvan Andronic,FC Botoşani,Romania Liga I,ST,Bronze,59,73,58,56,58,36,64,2019-11-25 22:25:43
Ștefan Blănaru,FC Hermannstadt,Romania Liga I,ST,Bronze,59,61,43,50,56,53,75,2019-11-25 22:25:43
Ionuț Stoica,FC Hermannstadt,Romania Liga I,CB,Bronze,59,67,56,55,60,34,54,2019-11-25 22:25:43
Răzvan Trif,Gaz Metan Mediaş,Romania Liga I,LB,Bronze,59,64,59,51,57,54,77,2019-11-25 22:25:43
Bruno,Envigado,Colombia Liga Aguila,LM,Bronze,59,61,57,44,52,38,73,2019-11-25 22:25:43
Davide Merola,Inter,Italy Serie A,ST,Bronze,59,57,56,47,50,26,72,2019-11-25 22:25:43
Keita Takahata,Oita Trinita,Japan J1 League,LWB,Bronze,59,75,60,51,57,22,60,2019-11-25 22:25:43
Ethan Zubak,Los Angeles Galaxy,USA Major League Soccer,ST,Bronze,59,66,49,57,59,57,72,2019-11-25 22:25:43
Daiki Matsuoka,Sagan Tosu,Japan J1 League,RM,Bronze,59,38,43,50,48,58,64,2019-11-25 22:25:43
Lee Hyeon Il,Seongnam FC,Korea K-League Classic,ST,Bronze,59,76,48,60,65,50,65,2019-11-25 22:25:43
Rami Hajal,sc Heerenveen,Holland Eredivisie,CAM,Bronze,59,64,31,59,62,56,77,2019-11-25 22:25:43
José Barreto,Patronato,Argentina Primera División ,ST,Bronze,59,66,59,60,63,55,61,2019-11-25 22:25:43
Chase Gasper,Minnesota United FC,USA Major League Soccer,LB,Bronze,59,58,39,65,58,53,63,2019-11-25 22:25:43
Santiago Patiño,Orlando City SC,USA Major League Soccer,ST,Bronze,59,33,43,51,48,58,62,2019-11-25 22:25:43
Alfie McCalmont,Leeds United,England EFL Championship,CDM,Bronze,59,47,54,59,58,51,69,2019-11-25 22:25:43
Brayan Rojas,Tromsø IL,Norway Eliteserien,ST,Bronze,59,56,33,42,40,57,72,2019-11-25 22:25:43
Juan Cruz Zurbriggen,Colón,Argentina Primera División ,ST,Bronze,59,64,37,52,50,56,68,2019-11-25 22:25:43
Aldom Deuro,Cercle Brugge,Belgium Jupiler Pro League,CDM,Bronze,59,58,43,53,51,58,58,2019-11-25 22:25:43
Carlos Guerrero,León,Mexico Liga MX,CDM,Bronze,59,46,53,57,56,60,72,2019-11-25 22:25:43
Ayumu Seko,Cerezo Osaka,Japan J1 League,CB,Bronze,59,54,56,62,57,44,50,2019-11-25 22:25:43
Mauro Burruchaga,Chievo Verona,Italy Serie B,CM,Bronze,59,40,17,45,40,59,62,2019-11-25 22:25:43
Liu Yun,Wuhan Zall,China Super League,RM,Bronze,59,31,24,40,39,58,62,2019-11-25 22:25:43
Romeo Parkes,Sligo Rovers,Rep. Ireland Airtricity League,ST,Bronze,59,55,57,46,53,33,68,2019-11-25 22:25:43
Dante Leverock,Sligo Rovers,Rep. Ireland Airtricity League,CB,Bronze,59,29,26,31,31,59,63,2019-11-25 22:25:43
Adrià López,Ranheim Fotball,Norway Eliteserien,CM,Bronze,59,60,56,47,54,36,74,2019-11-25 22:25:43
Vetle Winger Dragsnes,Mjøndalen IF,Norway Eliteserien,LB,Bronze,59,62,54,50,56,39,79,2019-11-25 22:25:43
Mohamed Sylla,Oldham Athletic,England EFL League Two,CDM,Bronze,59,57,54,58,64,30,40,2019-11-25 22:25:43
Ikuma Sekigawa,Kashima Antlers,Japan J1 League,CB,Bronze,59,56,54,60,62,48,46,2019-11-25 22:25:43
Maximiliano Centurión,Argentinos Juniors,Argentina Primera División ,CB,Bronze,59,66,32,37,56,58,57,2019-11-25 22:25:43
Yéiner Orozco,Alianza Petrolera,Colombia Liga Aguila,CM,Bronze,59,67,49,53,63,30,46,2019-11-25 22:25:43
Runar Hove,Viking FK,Norway Eliteserien,CB,Bronze,59,58,34,39,56,60,54,2019-11-25 22:25:43
Nsima Peter,Falkenbergs FF,Sweden Allsvenskan,ST,Bronze,59,64,57,41,53,17,61,2019-11-25 22:25:43
Giulian Biancone,Cercle Brugge,Belgium Jupiler Pro League,RB,Bronze,59,66,47,53,63,36,48,2019-11-25 22:25:43
Alexander Hansen,Mjøndalen IF,Norway Eliteserien,RB,Bronze,59,74,48,53,60,37,51,2019-11-25 22:25:43
Niklas Sommer,SG Sonnenhof Großaspach,Germany 3. Liga,RB,Bronze,59,54,59,39,51,25,64,2019-11-25 22:25:43
Laurențiu Corbu,Dinamo Bucureşti,Romania Liga I,RB,Bronze,59,67,58,48,60,27,61,2019-11-25 22:25:43
Daire O'Connor,Cork City,Rep. Ireland Airtricity League,RM,Bronze,59,74,53,58,64,48,45,2019-11-25 22:25:43
Even Østensen,Viking FK,Norway Eliteserien,ST,Bronze,59,64,52,56,63,34,40,2019-11-25 22:25:43
Strahinja Tanasijević,Paris FC,France Ligue 2,CB,Bronze,59,62,30,51,46,59,56,2019-11-25 22:25:43
Łukasz Poręba,Zagłębie Lubin,Poland Ekstraklasa,CDM,Bronze,59,62,31,49,49,59,60,2019-11-25 22:25:43
Marcelo Weigandt,Buenos Aires,Argentina Primera División ,RB,Bronze,59,65,44,52,61,51,44,2019-11-25 22:25:43
Daniël van Kaam,FC Groningen,Holland Eredivisie,CAM,Bronze,59,71,48,54,60,55,60,2019-11-25 22:25:43
Iván Jaime,Málaga CF,Spain Segunda A,CM,Bronze,59,66,55,54,59,36,46,2019-11-25 22:25:43
Jamie Bowden,Tottenham Hotspur,England Premier League,CDM,Bronze,59,64,52,60,58,43,53,2019-11-25 22:25:43
Dylan Chambost,ESTAC Troyes,France Ligue 2,CAM,Bronze,59,61,29,40,44,57,62,2019-11-25 22:25:43
Vinícius Ferreira,Cracovia Kraków,Poland Ekstraklasa,LM,Bronze,59,87,55,47,60,24,50,2019-11-25 22:25:43
Vicente Fernández,Universidad Católica,Chile Campeonato Nacional Scotiabank,LB,Bronze,59,64,61,56,59,31,60,2019-11-25 22:25:43
Erick Ferigra,Ascoli,Italy Serie B,CB,Bronze,59,62,53,56,60,30,46,2019-11-25 22:25:43
David Parkhouse,Derry City,Rep. Ireland Airtricity League,ST,Bronze,59,64,51,55,60,30,44,2019-11-25 22:25:43
Abdullah Hassoun,Al Ahli,Saudi Dawry Jameel League,RB,Bronze,59,72,47,49,63,24,44,2019-11-25 22:25:43
Sanasi Sy,Amiens SC,France Ligue 1,LB,Bronze,59,55,51,58,64,39,45,2019-11-25 22:25:43
Maximilian Bauer,SpVgg Greuther Fürth,Germany 2. Bundesliga,CB,Bronze,59,75,50,53,58,23,52,2019-11-25 22:25:43
Alioune Camara,Kortrijk,Belgium Jupiler Pro League,CB,Bronze,59,74,48,55,56,55,59,2019-11-25 22:25:43
Luka Racic,Brentford,England EFL Championship,CB,Bronze,59,57,29,36,40,58,66,2019-11-25 22:25:43
Simon Janssen,VVV-Venlo,Holland Eredivisie,CM,Bronze,59,48,23,35,34,58,69,2019-11-25 22:25:43
Nelson Córdova,Unión Española,Chile Campeonato Nacional Scotiabank,RB,Bronze,59,66,33,49,56,53,59,2019-11-25 22:25:43
Sveinn Aron Guðjohnsen,Spezia,Italy Serie B,ST,Bronze,59,66,24,45,53,55,65,2019-11-25 22:25:43
James Daly,Crystal Palace,England Premier League,ST,Bronze,59,55,57,43,53,26,66,2019-11-25 22:25:43
Niels Hahn,Austria Wien,Austria Bundesliga,CDM,Bronze,59,62,28,47,52,54,68,2019-11-25 22:25:43
Pol Moreno,GIF Sundsvall,Sweden Allsvenskan,CB,Bronze,59,64,28,48,55,56,65,2019-11-25 22:25:43
Fabrizio Manzo,Union La Calera,Chile Campeonato Nacional Scotiabank,CAM,Bronze,59,60,31,40,47,57,65,2019-11-25 22:25:43
Gael Kakudji,Antwerp,Belgium Jupiler Pro League,CB,Bronze,59,76,59,46,60,21,46,2019-11-25 22:25:43
Paul Wienhoven,VVV-Venlo,Holland Eredivisie,CM,Bronze,59,67,46,56,60,50,53,2019-11-25 22:25:43
Marco Kadlec,Admira Wacker,Austria Bundesliga,CAM,Bronze,59,54,45,50,58,57,56,2019-11-25 22:25:43
Jean Marco Toualy,Kortrijk,Belgium Jupiler Pro League,LM,Bronze,59,56,52,56,57,44,51,2019-11-25 22:25:43
Miloš Spasić,Admira Wacker,Austria Bundesliga,LB,Bronze,59,73,54,40,52,26,69,2019-11-25 22:25:43
Julian von Moos,FC Basel,Switzerland Super League,ST,Bronze,59,73,46,52,58,28,49,2019-11-25 22:25:43
Edwin Lara,León,Mexico Liga MX,LB,Bronze,59,70,56,42,57,17,54,2019-11-25 22:25:43
Ethan Erhahon,St. Mirren,Scotland Premiership,LB,Bronze,59,87,55,47,62,23,50,2019-11-25 22:25:43
Cammy MacPherson,St. Mirren,Scotland Premiership,CM,Bronze,59,58,30,35,36,60,58,2019-11-25 22:25:43
Kylian Kaïboue,Montpellier HSC,France Ligue 1,CDM,Bronze,59,65,55,39,54,28,69,2019-11-25 22:25:43
Ibrahim Sadiq,FC Nordsjælland,Denmark Superliga,RW,Bronze,59,81,57,44,55,23,61,2019-11-25 22:25:43
Jens-lys Cajuste,FC Midtjylland,Denmark Superliga,CDM,Bronze,59,58,60,41,51,20,60,2019-11-25 22:25:43
Yahya Boussakou,ADO Den Haag,Holland Eredivisie,LW,Bronze,59,78,52,49,60,41,57,2019-11-25 22:25:43
Kelland Watts,Stevenage,England EFL League Two,CB,Bronze,59,38,33,38,38,56,69,2019-11-25 22:25:43
Olaf Nowak,Wisła Płock,Poland Ekstraklasa,ST,Bronze,59,55,55,45,52,25,62,2019-11-25 22:25:43
Tim Kircher,FC Carl Zeiss Jena,Germany 3. Liga,RB,Bronze,59,68,52,57,56,45,68,2019-11-25 22:25:43
Semi Belkahia,TSV 1860 München,Germany 3. Liga,CB,Bronze,59,68,52,60,62,33,49,2019-11-25 22:25:43
Kristian Böhnlein,TSV 1860 München,Germany 3. Liga,CDM,Bronze,59,68,41,56,62,47,48,2019-11-25 22:25:43
Erik Henschel,Hallescher FC,Germany 3. Liga,RM,Bronze,59,65,54,43,58,25,59,2019-11-25 22:25:43
Tobias Fleckstein,Holstein Kiel,Germany 2. Bundesliga,CB,Bronze,59,70,25,44,58,54,62,2019-11-25 22:25:43
Gökalp Kılıç,1. FC Heidenheim,Germany 2. Bundesliga,CM,Bronze,59,76,48,52,62,38,58,2019-11-25 22:25:43
Daniel Ballard,Swindon Town,England EFL League Two,CB,Bronze,59,65,42,49,59,56,62,2019-11-25 22:25:43
Dennis Salanovic,FC Thun,Switzerland Super League,RM,Bronze,59,69,27,50,63,53,48,2019-11-25 22:25:43
Kevin Partida,San Jose Earthquakes,USA Major League Soccer,LB,Bronze,59,64,41,52,66,30,46,2019-11-25 22:25:43
Dennis Dressel,TSV 1860 München,Germany 3. Liga,CM,Bronze,59,74,44,52,58,52,58,2019-11-25 22:25:43
Simon Seferings,TSV 1860 München,Germany 3. Liga,CAM,Bronze,59,67,56,52,62,30,43,2019-11-25 22:25:43
Tate Russell,Western Sydney Wanderers,Australia Hyundai A-League,RB,Bronze,59,63,38,47,54,56,56,2019-11-25 22:25:43
Brandon Kavanagh,Shamrock Rovers,Rep. Ireland Airtricity League,LM,Bronze,59,73,53,51,63,25,50,2019-11-25 22:25:43
Bo Breukers,Fortuna Sittard,Holland Eredivisie,CM,Bronze,59,51,56,43,51,30,62,2019-11-25 22:25:43
Shunto Kodama,Nagoya Grampus,Japan J1 League,LM,Bronze,59,62,40,52,51,55,61,2019-11-25 22:25:43
Ryan Giles,Shrewsbury Town,England EFL League One,LWB,Bronze,59,62,47,54,54,54,71,2019-11-25 22:25:43
David Fitzpatrick,Macclesfield Town,England EFL League Two,LB,Bronze,59,71,36,53,57,55,50,2019-11-25 22:25:43
Kim Tae Han,Daegu FC,Korea K-League Classic,CB,Bronze,59,84,56,43,62,17,41,2019-11-25 22:25:43
Marcus Holmgren Pedersen,Tromsø IL,Norway Eliteserien,RW,Bronze,59,68,56,55,62,25,49,2019-11-25 22:25:43
Julian Rieckmann,Werder Bremen,Germany 1. Bundesliga,CB,Bronze,59,69,38,55,57,56,56,2019-11-25 22:25:43
Danny Grant,Bohemians,Rep. Ireland Airtricity League,RM,Bronze,59,56,29,38,44,60,54,2019-11-25 22:25:43
Alfon,Albacete Balompié,Spain Segunda A,ST,Bronze,59,66,56,50,59,49,49,2019-11-25 22:25:43
Simon Power,Ross County FC,Scotland Premiership,RM,Bronze,59,71,55,51,59,17,50,2019-11-25 22:25:43
Kristoffer Ødemarksba...,Lillestrøm SK,Norway Eliteserien,LM,Bronze,59,63,43,52,55,53,66,2019-11-25 22:25:43
Niki Jackson,Colorado Rapids,USA Major League Soccer,ST,Bronze,59,67,46,53,58,27,49,2019-11-25 22:25:43
Ben Mines,New York Red Bulls,USA Major League Soccer,RM,Bronze,59,64,29,48,46,57,64,2019-11-25 22:25:43
Dan Kelly,Dundalk FC,Rep. Ireland Airtricity League,RM,Bronze,59,67,43,53,54,59,62,2019-11-25 22:25:43
Cory Galvin,Waterford FC,Rep. Ireland Airtricity League,LM,Bronze,59,72,52,52,63,24,44,2019-11-25 22:25:43
George Bello,Atlanta United FC,USA Major League Soccer,LB,Bronze,59,72,47,50,65,25,39,2019-11-25 22:25:43
Yosuke Akiyama,Júbilo Iwata,Japan J1 League,LB,Bronze,59,73,35,52,57,54,66,2019-11-25 22:25:43
Johan Caballero,Atlético Bucaramanga,Colombia Liga Aguila,RM,Bronze,59,60,50,60,61,45,45,2019-11-25 22:25:43
Gastón Verón,Argentinos Juniors,Argentina Primera División ,ST,Bronze,59,58,43,52,55,56,63,2019-11-25 22:25:43
Angus Thurgate,Newcastle Jets,Australia Hyundai A-League,CM,Bronze,59,63,44,55,60,51,58,2019-11-25 22:25:43
Diego Sánchez,Cúcuta Deportivo,Colombia Liga Aguila,LB,Bronze,59,74,37,49,57,52,59,2019-11-25 22:25:43
Xavier Amaechi,Hamburger SV,Germany 2. Bundesliga,RW,Bronze,59,65,58,46,55,19,54,2019-11-25 22:25:43
Yoo Ji Ha,Pohang Steelers,Korea K-League Classic,CB,Bronze,59,54,26,32,32,57,66,2019-11-25 22:25:43
Yasuto Wakizaka,Kawasaki Frontale,Japan J1 League,CM,Bronze,59,77,50,53,61,24,48,2019-11-25 22:25:43
Matty Virtue,Blackpool,England EFL League One,CDM,Bronze,59,59,52,57,59,45,41,2019-11-25 22:25:43
Takuya Ogiwara,Urawa Red Diamonds,Japan J1 League,LM,Bronze,59,58,56,55,59,41,51,2019-11-25 22:25:43
Dominik Martinović,SG Sonnenhof Großaspach,Germany 3. Liga,ST,Bronze,59,67,53,51,60,27,43,2019-11-25 22:25:43
Simon Amin,Örebro SK,Sweden Allsvenskan,CM,Bronze,59,71,32,44,53,56,68,2019-11-25 22:25:43
Regan Slater,Scunthorpe United,England EFL League Two,CM,Bronze,59,74,42,52,56,51,67,2019-11-25 22:25:43
Sebastian Bergier,Śląsk Wrocław,Poland Ekstraklasa,ST,Bronze,59,64,57,53,58,32,55,2019-11-25 22:25:43
Sondre Sørløkk,Ranheim Fotball,Norway Eliteserien,CM,Bronze,59,80,40,56,59,36,63,2019-11-25 22:25:43
Awn Al Saluli,Al Fayha,Saudi Dawry Jameel League,CB,Bronze,59,54,23,30,36,57,68,2019-11-25 22:25:43
Jaakko Oksanen,Brentford,England EFL Championship,CDM,Bronze,59,66,31,45,51,58,57,2019-11-25 22:25:43
Kenny Athiu,Melbourne Victory,Australia Hyundai A-League,ST,Bronze,59,63,56,45,56,29,59,2019-11-25 22:25:43
Raúl Sánchez,CD Leganés,Spain Primera Division,LM,Bronze,59,66,54,42,55,31,57,2019-11-25 22:25:43
Yang Liyu,Guangzhou Evergrande Taobao,China Super League,RM,Bronze,59,59,49,59,62,51,50,2019-11-25 22:25:43
Jordan Stevens,Leeds United,England EFL Championship,RM,Bronze,59,55,28,36,40,57,68,2019-11-25 22:25:43
Jaden Brown,Huddersfield Town,England EFL Championship,LB,Bronze,59,82,54,41,59,22,58,2019-11-25 22:25:43
Mohammed Al Shahrani,Damac FC,Saudi Dawry Jameel League,RM,Bronze,59,63,35,52,58,54,58,2019-11-25 22:25:43
Francis Baptiste,Östersunds FK,Sweden Allsvenskan,ST,Bronze,59,76,51,56,59,49,60,2019-11-25 22:25:43
Rollin Menayese,Bristol Rovers,England EFL League One,CB,Bronze,59,60,48,60,58,44,39,2019-11-25 22:25:43
Şahverdi Çetin,Eintracht Frankfurt,Germany 1. Bundesliga,CDM,Bronze,59,55,31,35,41,59,58,2019-11-25 22:25:43
Daniel Adshead,Norwich City,England Premier League,CM,Bronze,59,70,52,55,58,32,51,2019-11-25 22:25:43
Ellis Chapman,Lincoln City,England EFL League One,CM,Bronze,59,76,36,49,69,22,36,2019-11-25 22:25:43
Moses Ebiye,Lillestrøm SK,Norway Eliteserien,ST,Bronze,59,73,39,51,62,54,53,2019-11-25 22:25:43
Mohammed Al Majhad,Al Fateh,Saudi Dawry Jameel League,CDM,Bronze,59,74,57,42,59,25,55,2019-11-25 22:25:43
Liu Yang,Shandong Luneng Taishan,China Super League,LB,Bronze,59,65,48,45,55,56,64,2019-11-25 22:25:43
Michael Lema,Sturm Graz,Austria Bundesliga,RM,Bronze,59,57,36,51,53,55,64,2019-11-25 22:25:43
Mert Yılmaz,Bayern München II,Germany 3. Liga,RB,Bronze,59,65,50,53,61,56,63,2019-11-25 22:25:43
Terence Vancooten,Stevenage,England EFL League Two,CB,Bronze,59,60,26,48,54,56,66,2019-11-25 22:25:43
Ákos Kecskés,FC Lugano,Switzerland Super League,CB,Bronze,59,73,48,55,60,50,58,2019-11-25 22:25:43
Song Long,Shandong Luneng Taishan,China Super League,RB,Bronze,59,67,37,47,50,57,58,2019-11-25 22:25:43
Victor Ekani,SønderjyskE,Denmark Superliga,CM,Bronze,59,62,40,57,64,35,49,2019-11-25 22:25:43
Tyler Cordner,Bournemouth,England Premier League,CB,Bronze,59,62,55,54,59,30,49,2019-11-25 22:25:43
Amine Talal,US Orléans,France Ligue 2,CM,Bronze,59,74,56,47,64,39,56,2019-11-25 22:25:43
Justin Löwe,Dynamo Dresden,Germany 2. Bundesliga,CAM,Bronze,59,63,29,32,38,59,63,2019-11-25 22:25:43
Abdallah Aberkane,Sparta Rotterdam,Holland Eredivisie,RB,Bronze,59,63,34,41,57,58,56,2019-11-25 22:25:43
Max Melbourne,West Bromwich Albion,England EFL Championship,LB,Bronze,59,73,32,54,56,53,52,2019-11-25 22:25:43
Logan Ndenbe,Oostende,Belgium Jupiler Pro League,LB,Bronze,59,63,46,55,57,45,61,2019-11-25 22:25:43
Juan Córdova,Huachipato,Chile Campeonato Nacional Scotiabank,RB,Bronze,59,74,53,54,59,33,55,2019-11-25 22:25:43
Jean Carlos Pestaña,Atlético Huila,Colombia Liga Aguila,CB,Bronze,59,75,39,53,58,52,65,2019-11-25 22:25:43
Javier Altamirano,Huachipato,Chile Campeonato Nacional Scotiabank,CM,Bronze,59,70,30,44,53,54,61,2019-11-25 22:25:43
Gustav Marcussen,Lyngby BK,Denmark Superliga,LW,Bronze,59,81,57,44,58,23,52,2019-11-25 22:25:43
Ha Seung Un,Pohang Steelers,Korea K-League Classic,ST,Bronze,59,76,56,45,60,18,57,2019-11-25 22:25:43
Reo Takae,Gamba Osaka,Japan J1 League,CM,Bronze,59,58,49,54,61,44,58,2019-11-25 22:25:43
Mishari Al Qahtani,Al Wehda,Saudi Dawry Jameel League,CM,Bronze,59,65,55,55,60,17,54,2019-11-25 22:25:43
Anthony Ikedi,FK Haugesund,Norway Eliteserien,CDM,Bronze,59,71,26,48,61,53,47,2019-11-25 22:25:43
Joo Hyun Ho,Suwon Bluewings,Korea K-League Classic,LW,Bronze,59,77,43,54,63,39,39,2019-11-25 22:25:43
Boris Mathis,Rodez Aveyron Football,France Ligue 2,ST,Bronze,59,84,53,49,61,24,54,2019-11-25 22:25:43
Sam Bone,Waterford FC,Rep. Ireland Airtricity League,CDM,Bronze,59,69,43,56,61,51,59,2019-11-25 22:25:43
Carlos Polo,Independiente Santa Fe,Colombia Liga Aguila,CDM,Bronze,59,61,24,35,37,55,77,2019-11-25 22:25:43
Saad Al Khayri,Al Ettifaq,Saudi Dawry Jameel League,RB,Bronze,59,75,31,47,57,55,58,2019-11-25 22:25:43
Ryohei Michibuchi,Vegalta Sendai,Japan J1 League,RM,Bronze,59,65,26,35,39,56,71,2019-11-25 22:25:43
Cristian Tovar,Deportivo Pasto,Colombia Liga Aguila,CB,Bronze,59,78,56,47,63,21,45,2019-11-25 22:25:43
Juan Otálvaro,Rionegro Águilas Doradas,Colombia Liga Aguila,CAM,Bronze,59,71,35,47,53,57,61,2019-11-25 22:25:43
Nya Kirby,Crystal Palace,England Premier League,CAM,Bronze,59,60,28,32,34,60,65,2019-11-25 22:25:43
Honoya Shoji,Oita Trinita,Japan J1 League,CB,Bronze,59,84,35,50,59,53,60,2019-11-25 22:25:43
Clarke Oduor,Barnsley,England EFL Championship,LM,Bronze,59,72,29,47,53,55,54,2019-11-25 22:25:43
Ben Liddle,Middlesbrough,England EFL Championship,CM,Bronze,59,73,24,33,43,56,67,2019-11-25 22:25:43
Abdel Hakim Abdallah,Grenoble Foot 38,France Ligue 2,LB,Bronze,59,58,25,38,35,56,66,2019-11-25 22:25:43
Chris Odoi-Atsem,D.C. United,USA Major League Soccer,RB,Bronze,59,61,54,54,62,25,60,2019-11-25 22:25:43
Tom Brewitt,Morecambe,England EFL League Two,CB,Bronze,59,65,36,55,55,55,66,2019-11-25 22:25:43
Davide Itter,VfL Wolfsburg,Germany 1. Bundesliga,RB,Bronze,59,67,47,53,65,29,49,2019-11-25 22:25:43
Nicolas Baeza,Huachipato,Chile Campeonato Nacional Scotiabank,LB,Bronze,59,76,31,51,55,55,50,2019-11-25 22:25:43
Kasper Lunding,Aarhus GF,Denmark Superliga,RM,Bronze,59,33,25,41,32,55,68,2019-11-25 22:25:43
Erlend Sivertsen,Kristiansund BK,Norway Eliteserien,LB,Bronze,59,62,53,39,51,25,67,2019-11-25 22:25:43
Ryan Loft,Carlisle United,England EFL League Two,ST,Bronze,59,64,38,56,59,49,55,2019-11-25 22:25:43
Edwin Torres,Alianza Petrolera,Colombia Liga Aguila,RM,Bronze,59,60,44,52,57,55,45,2019-11-25 22:25:43
Julian Kristoffersen,Hobro IK,Denmark Superliga,ST,Bronze,59,59,32,47,57,58,58,2019-11-25 22:25:43
Aaron Bolger,Cardiff City,England EFL Championship,CM,Bronze,59,62,44,61,57,45,57,2019-11-25 22:25:43
Ronaldo Abarca,Cobresal,Chile Campeonato Nacional Scotiabank,CAM,Bronze,59,73,58,45,60,20,55,2019-11-25 22:25:43
James Brown,Millwall,England EFL Championship,RB,Bronze,59,64,31,49,53,56,52,2019-11-25 22:25:43
Cameron John,Doncaster Rovers,England EFL League One,CB,Bronze,59,72,31,44,51,55,52,2019-11-25 22:25:43
Abdulaziz Al Aryani,Al Ittihad,Saudi Dawry Jameel League,RM,Bronze,59,58,55,58,58,43,55,2019-11-25 22:25:43
Jonas Behounek,SG Sonnenhof Großaspach,Germany 3. Liga,RB,Bronze,59,53,23,42,53,60,62,2019-11-25 22:25:43
Mahmoud Eid,Kalmar FF,Sweden Allsvenskan,ST,Bronze,59,65,54,47,62,26,39,2019-11-25 22:25:43
Aaron Morley,Rochdale,England EFL League One,CM,Bronze,59,63,44,54,60,30,39,2019-11-25 22:25:43
Marin Šverko,1. FSV Mainz 05,Germany 1. Bundesliga,LB,Bronze,59,77,57,43,60,28,55,2019-11-25 22:25:43
Connor Hall,Bolton Wanderers,England EFL League One,ST,Bronze,59,66,41,59,66,46,50,2019-11-25 22:25:43
Tareq Abdullah,Al Ittihad,Saudi Dawry Jameel League,RB,Bronze,59,52,26,40,43,57,60,2019-11-25 22:25:43
Ahmed Al Shamrani,Al Hazem,Saudi Dawry Jameel League,CB,Bronze,59,70,39,50,57,56,52,2019-11-25 22:25:43
Ricardo Peña,Gallos Blancos de Querétaro,Mexico Liga MX,RB,Bronze,59,73,56,45,61,26,48,2019-11-25 22:25:43
Daniel Rojano,Deportivo Pasto,Colombia Liga Aguila,CDM,Bronze,59,58,28,35,48,57,60,2019-11-25 22:25:43
Emil Bohinen,Stabæk Fotball,Norway Eliteserien,CM,Bronze,59,65,48,57,62,50,65,2019-11-25 22:25:43
Andreas Albers,Jahn Regensburg,Germany 2. Bundesliga,ST,Bronze,59,65,59,56,62,29,38,2019-11-25 22:25:43
Ashley Nadesan,Crawley Town,England EFL League Two,ST,Bronze,59,77,57,51,58,27,58,2019-11-25 22:25:43
Mateo Puerta,Deportivo Cali,Colombia Liga Aguila,RB,Bronze,59,53,32,44,43,58,61,2019-11-25 22:25:43
Park Byung Hyun,Daegu FC,Korea K-League Classic,CB,Bronze,59,79,53,55,58,34,47,2019-11-25 22:25:43
Jeong Seung Won,Daegu FC,Korea K-League Classic,RW,Bronze,59,50,28,39,30,56,64,2019-11-25 22:25:43
