NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,LOADDATE
Chris Chantler,Kilmarnock,Scottish Prem,LB,Bronze,59,69,60,49,64,28,46,2018-09-19 11:18:36
Danny Amankwaa,FC København,Superliga,RM,Bronze,59,74,54,53,61,37,62,2018-09-19 11:18:36
Carl Winchester,Oldham Athletic,Football League,CM,Bronze,59,64,50,51,63,29,47,2018-09-19 11:18:36
Kyle Porter,D.C. United,MLS,LM,Bronze,59,51,28,40,35,59,65,2018-09-19 11:18:36
Vadaine Oliver,Crewe Alexandra,Football League,ST,Bronze,59,62,37,45,42,59,62,2018-09-19 11:18:36
George Moncur,Colchester,Football League,CM,Bronze,59,69,37,41,48,56,69,2018-09-19 11:18:36
Torbjørn Agdestein,FK Haugesund,Tippeligaen,ST,Bronze,59,79,30,43,64,59,69,2018-09-19 11:18:36
Emil Scheel,Silkeborg IF,Superliga,CM,Bronze,59,61,50,63,64,36,40,2018-09-19 11:18:36
Lawson D'Ath,Northampton,Football League 2,CM,Bronze,59,74,35,49,64,60,62,2018-09-19 11:18:36
Clark Robertson,Aberdeen,Scottish Prem,LB,Bronze,59,60,58,44,57,28,58,2018-09-19 11:18:36
Adam Cummins,Motherwell,Scottish Prem,CB,Bronze,59,62,40,53,62,48,60,2018-09-19 11:18:36
Johan Hammar,Malmö FF,Allsvenskan,CB,Bronze,59,79,59,43,57,26,55,2018-09-19 11:18:36
Moises Hernandez,FC Dallas,MLS,LB,Bronze,59,67,41,48,51,58,68,2018-09-19 11:18:36
Luke Williams,Middlesbrough,FL Championship,ST,Bronze,59,75,52,52,60,26,55,2018-09-19 11:18:36
Jesper Bøge,Hobro IK,Superliga,RB,Bronze,59,76,52,58,64,42,58,2018-09-19 11:18:36
Harry Pell,AFC Wimbledon,Football League 2,CM,Bronze,59,68,56,58,64,44,50,2018-09-19 11:18:36
Ermir Lenjani,FC St. Gallen,Raiffeisen SL,LB,Bronze,59,72,56,59,63,40,51,2018-09-19 11:18:36
Song Chang Ho,Jeonnam Dragons,K LEAGUE,CM,Bronze,59,71,50,51,64,36,55,2018-09-19 11:18:36
Brendan Hamill,WS Wanderers,A-League,CB,Bronze,59,68,51,53,62,62,59,2018-09-19 11:18:36
Patrick Salomon,SCR Altach,A. Bundesliga,CAM,Bronze,59,58,55,53,62,38,65,2018-09-19 11:18:36
Bruno Marinho,Åtvidabergs FF ,Allsvenskan,CM,Bronze,59,68,59,41,55,28,49,2018-09-19 11:18:36
Daniel Nilsson,Mjällby AIF ,Allsvenskan,CM,Bronze,59,69,36,47,57,58,61,2018-09-19 11:18:36
Andrew Boyle,Dundalk,Airtricity League,CB,Bronze,59,82,56,47,60,26,68,2018-09-19 11:18:36
Tyronne,UD Las Palmas,Liga Adelante,CAM,Bronze,59,72,58,57,59,43,45,2018-09-19 11:18:36
Conor Clifford,Southend United,Football League 2,CM,Bronze,59,48,30,35,38,60,66,2018-09-19 11:18:36
Mark Cullen,Luton Town,Football League 2,ST,Bronze,59,69,42,49,60,60,54,2018-09-19 11:18:36
Fredrik Midtsjø,Sandnes Ulf,Tippeligaen,CM,Bronze,59,72,56,49,54,26,67,2018-09-19 11:18:36
Nicky Low,Aberdeen,Scottish Prem,CM,Bronze,59,65,35,47,58,58,63,2018-09-19 11:18:36
Tom Bradshaw,Walsall,Football League,ST,Bronze,59,59,44,52,53,58,61,2018-09-19 11:18:36
Tor Øyvind Hovda,Kalmar FF,Allsvenskan,CM,Bronze,59,68,61,41,55,27,61,2018-09-19 11:18:36
Abdulai Baggie,Tranmere Rovers,Football League 2,RM,Bronze,59,72,60,46,58,26,45,2018-09-19 11:18:36
Marcus Haber,Crewe Alexandra,Football League,ST,Bronze,59,60,31,42,50,57,61,2018-09-19 11:18:36
Alex Wynter,Portsmouth,Football League 2,CB,Bronze,59,73,49,57,57,51,74,2018-09-19 11:18:36
Kim Kun Houn,Ulsan Hyundai,K LEAGUE,CB,Bronze,59,81,57,46,61,28,46,2018-09-19 11:18:36
Gale Agbossoumonde,Colorado Rapids,MLS,CB,Bronze,59,78,46,51,69,56,56,2018-09-19 11:18:36
Calum Butcher,Dundee United,Scottish Prem,CB,Bronze,59,68,59,40,59,29,64,2018-09-19 11:18:36
Sam Winnall,Barnsley,Football League,ST,Bronze,59,68,46,39,43,62,61,2018-09-19 11:18:36
Murad Tagilov,Terek Grozny,Russian League,CB,Bronze,59,70,54,54,66,50,64,2018-09-19 11:18:36
Jonathan Meades,Oxford United,Football League 2,LB,Bronze,59,68,28,48,50,58,60,2018-09-19 11:18:36
Jack Hingert,Brisbane Roar,A-League,RB,Bronze,59,64,26,33,38,57,65,2018-09-19 11:18:36
Liam Ridehalgh,Tranmere Rovers,Football League 2,LB,Bronze,59,64,43,56,56,59,53,2018-09-19 11:18:36
Eliot Richards,Tranmere Rovers,Football League 2,LM,Bronze,59,72,60,58,59,53,51,2018-09-19 11:18:36
Matthew Lund,Rochdale,Football League,CDM,Bronze,59,68,49,50,62,28,60,2018-09-19 11:18:36
Sergei Zenjov,Blackpool,FL Championship,ST,Bronze,59,81,52,54,58,33,52,2018-09-19 11:18:36
Daniel Mojsov,SK Brann,Tippeligaen,CB,Bronze,59,66,45,54,64,47,63,2018-09-19 11:18:36
Luke Rooney,Luton Town,Football League 2,RM,Bronze,59,66,59,51,62,26,46,2018-09-19 11:18:36
Christopher Shields,Dundalk,Airtricity League,CM,Bronze,59,81,61,52,59,31,60,2018-09-19 11:18:36
Matthew Jurman,Sydney FC,A-League,CB,Bronze,59,67,39,49,54,59,61,2018-09-19 11:18:36
David Frölund,BK Häcken,Allsvenskan,RB,Bronze,59,64,34,44,50,60,66,2018-09-19 11:18:36
Petter Gustafsson,Åtvidabergs FF ,Allsvenskan,LB,Bronze,59,71,57,41,61,27,49,2018-09-19 11:18:36
James Brown,Melbourne City,A-League,CAM,Bronze,59,45,32,34,37,59,62,2018-09-19 11:18:36
Yu Ji No,Busan I'Park,K LEAGUE,RB,Bronze,59,73,43,52,59,57,58,2018-09-19 11:18:36
Majed Al Marhum,Alshoulla,ALJ League,CDM,Bronze,59,76,32,46,53,58,63,2018-09-19 11:18:36
Song Je Heon,Sangju Sangmu,K LEAGUE,ST,Bronze,59,67,47,53,62,42,66,2018-09-19 11:18:36
Fredrik Liverstam,Halmstads BK,Allsvenskan,CB,Bronze,59,76,47,57,55,32,53,2018-09-19 11:18:36
David Myrestam,FK Haugesund,Tippeligaen,LB,Bronze,59,62,39,54,63,58,62,2018-09-19 11:18:36
Kofi Danning,Brisbane Roar,A-League,RW,Bronze,59,68,28,47,59,59,57,2018-09-19 11:18:36
Antony Golec,WS Wanderers,A-League,CB,Bronze,59,72,36,52,61,60,60,2018-09-19 11:18:36
Derek Decamps,Sandnes Ulf,Tippeligaen,CB,Bronze,59,73,53,56,60,26,59,2018-09-19 11:18:36
Jimmy Phillips,Burton Albion,Football League 2,LM,Bronze,59,71,30,44,49,58,62,2018-09-19 11:18:36
Damien McCrory,Burton Albion,Football League 2,LB,Bronze,59,50,60,38,55,29,54,2018-09-19 11:18:36
Marley Watkins,Inverness CT,Scottish Prem,LM,Bronze,59,54,25,45,40,57,64,2018-09-19 11:18:36
Ryan Donaldson,Cambridge Utd,Football League 2,CAM,Bronze,59,68,53,54,62,45,55,2018-09-19 11:18:36
Terry Gornell,Cheltenham Town,Football League 2,ST,Bronze,59,82,26,44,57,54,59,2018-09-19 11:18:36
Matthias Morys,RB Leipzig,2. Bundesliga,ST,Bronze,59,73,52,52,62,34,57,2018-09-19 11:18:36
Chris Clements,Mansfield Town,Football League 2,CAM,Bronze,59,64,60,45,60,26,59,2018-09-19 11:18:36
Przemysław Trytko,Korona Kielce,Ekstraklasa,ST,Bronze,59,65,49,58,60,36,49,2018-09-19 11:18:36
Emanuel Schreiner,SCR Altach,A. Bundesliga,LB,Bronze,59,80,50,55,62,52,66,2018-09-19 11:18:36
Alex MacDonald,Burton Albion,Football League 2,RM,Bronze,59,79,57,51,61,29,61,2018-09-19 11:18:36
Jack Compton,Hartlepool,Football League 2,LM,Bronze,59,70,57,36,58,28,57,2018-09-19 11:18:36
Marvin Morgan,Plymouth Argyle,Football League 2,ST,Bronze,59,86,52,39,70,27,60,2018-09-19 11:18:36
Sam Wood,Wycombe,Football League 2,LB,Bronze,59,58,28,33,36,58,75,2018-09-19 11:18:36
Nebojša Marinković,Perth Glory,A-League,CAM,Bronze,59,59,30,33,34,62,64,2018-09-19 11:18:36
Kim Eung Jin,Busan I'Park,K LEAGUE,CB,Bronze,59,53,45,53,52,57,71,2018-09-19 11:18:36
Emil Lyng,Esbjerg fB,Superliga,LM,Bronze,59,70,35,42,48,62,60,2018-09-19 11:18:36
Will Atkinson,Southend United,Football League 2,CM,Bronze,59,70,38,49,52,60,63,2018-09-19 11:18:36
Michael Siegfried,FC Thun,Raiffeisen SL,CDM,Bronze,59,78,37,45,48,57,61,2018-09-19 11:18:36
Seth Nana Ofori-Twumasi,Yeovil Town,Football League,RB,Bronze,59,63,46,57,56,55,53,2018-09-19 11:18:36
Ben Tozer,Northampton,Football League 2,CB,Bronze,59,67,27,42,53,58,66,2018-09-19 11:18:36
Robbie Simpson,Cambridge Utd,Football League 2,ST,Bronze,59,75,33,47,59,59,64,2018-09-19 11:18:36
Kaid Mohamed,Northampton,Football League 2,LM,Bronze,59,77,42,45,55,57,60,2018-09-19 11:18:36
James Frempong,IFK Norrköping,Allsvenskan,LM,Bronze,59,92,52,45,63,23,34,2018-09-19 11:18:36
Marcus Hansson,Gefle IF,Allsvenskan,CM,Bronze,59,66,50,57,58,56,62,2018-09-19 11:18:36
Milan Gajić,BSC Young Boys,Raiffeisen SL,CM,Bronze,59,65,58,57,58,27,53,2018-09-19 11:18:36
Daniel Toth,Admira,A. Bundesliga,CM,Bronze,59,66,52,53,54,56,61,2018-09-19 11:18:36
Simon Heslop,Mansfield Town,Football League 2,CM,Bronze,59,68,35,48,45,56,67,2018-09-19 11:18:36
Graham Burke,Aston Villa,Barclays PL,CF,Bronze,59,68,49,51,60,26,55,2018-09-19 11:18:36
Abu Ogogo,Dagenham,Football League 2,CM,Bronze,59,77,26,34,40,57,73,2018-09-19 11:18:36
Danny Philliskirk,Oldham Athletic,Football League,ST,Bronze,59,71,58,39,56,28,64,2018-09-19 11:18:36
Marcus Holness,Tranmere Rovers,Football League 2,CB,Bronze,59,68,46,58,62,54,60,2018-09-19 11:18:36
Ashley Grimes,Walsall,Football League,ST,Bronze,59,68,44,61,60,24,42,2018-09-19 11:18:36
Vegard Skjerve,FK Haugesund,Tippeligaen,RB,Bronze,59,81,51,38,59,45,70,2018-09-19 11:18:36
Danny Hylton,Oxford United,Football League 2,ST,Bronze,59,74,54,57,63,38,55,2018-09-19 11:18:36
Sean McAllister,Scunthorpe Utd,Football League,CM,Bronze,59,71,26,52,58,57,56,2018-09-19 11:18:36
Sam Saunders,Brentford,FL Championship,CM,Bronze,59,61,38,42,55,62,62,2018-09-19 11:18:36
Gavin Tomlin,Crawley Town,Football League,ST,Bronze,59,48,53,61,59,42,52,2018-09-19 11:18:36
Kristoffer Fagercrantz,Halmstads BK,Allsvenskan,CM,Bronze,59,53,25,36,38,59,67,2018-09-19 11:18:36
Romuald Boco,Chesterfield,Football League,LM,Bronze,59,67,32,41,44,58,69,2018-09-19 11:18:36
Edier Frejd,Sandnes Ulf,Tippeligaen,CB,Bronze,59,64,29,41,40,59,63,2018-09-19 11:18:36
Marcus Pode,Örebro SK,Allsvenskan,ST,Bronze,59,79,56,56,63,57,57,2018-09-19 11:18:36
Lee Molyneux,Crewe Alexandra,Football League,LM,Bronze,59,79,51,49,65,24,45,2018-09-19 11:18:36
Kim Young Sam,Ulsan Hyundai,K LEAGUE,LB,Bronze,59,65,41,54,60,51,58,2018-09-19 11:18:36
Mario Mutsch,FC St. Gallen,Raiffeisen SL,RB,Bronze,59,68,25,45,52,57,65,2018-09-19 11:18:36
Lucas Akins,Burton Albion,Football League 2,RM,Bronze,59,53,30,39,42,59,58,2018-09-19 11:18:36
Ross Gaynor,Cork City,Airtricity League,LB,Bronze,59,80,56,60,68,34,57,2018-09-19 11:18:36
Andreas Lienhart,SCR Altach,A. Bundesliga,RB,Bronze,59,72,55,61,63,44,46,2018-09-19 11:18:36
Louis Dodds,Port Vale,Football League,CAM,Bronze,59,65,40,48,52,60,56,2018-09-19 11:18:36
Randall Brenes,Sandnes Ulf,Tippeligaen,RW,Bronze,59,75,45,53,62,26,43,2018-09-19 11:18:36
Ibrahima Diallo,Angers SCO,Ligue 2,LB,Bronze,59,59,31,44,44,62,66,2018-09-19 11:18:36
Harry Worley,Stevenage,Football League 2,CB,Bronze,59,72,35,46,50,63,62,2018-09-19 11:18:36
Lawrie Wilson,Charlton Ath,FL Championship,RB,Bronze,59,79,47,50,64,24,52,2018-09-19 11:18:36
Stuart Lewis,Wycombe,Football League 2,CM,Bronze,59,79,59,47,68,25,35,2018-09-19 11:18:36
Rocco Quinn,Ross County,Scottish Prem,CM,Bronze,59,44,30,39,40,59,60,2018-09-19 11:18:36
Gavin Peers,Sligo Rovers,Airtricity League,CB,Bronze,59,71,32,43,48,58,67,2018-09-19 11:18:36
Mikael Dahlberg,Helsingborgs IF,Allsvenskan,ST,Bronze,59,63,58,36,54,29,51,2018-09-19 11:18:36
Patrick Seeger,SCR Altach,A. Bundesliga,RW,Bronze,59,60,52,61,56,45,71,2018-09-19 11:18:36
Matt Done,Rochdale,Football League,LB,Bronze,59,62,27,36,33,60,61,2018-09-19 11:18:36
Alan Keane,Sligo Rovers,Airtricity League,RB,Bronze,59,66,60,44,58,28,52,2018-09-19 11:18:36
Conor Kenna,Shamrock Rovers,Airtricity League,CB,Bronze,59,69,61,49,60,42,64,2018-09-19 11:18:36
Piotr Petasz,Zawisza,Ekstraklasa,LM,Bronze,59,77,50,54,58,27,51,2018-09-19 11:18:36
Ruben Nygaard,Hobro IK,Superliga,RM,Bronze,59,67,30,33,35,61,61,2018-09-19 11:18:36
Michael Rose,Rochdale,Football League,LB,Bronze,59,55,50,59,62,50,60,2018-09-19 11:18:36
Scott Boyd,Ross County,Scottish Prem,CB,Bronze,59,67,30,55,59,56,67,2018-09-19 11:18:36
Ronnie Henry,Stevenage,Football League 2,RB,Bronze,59,69,51,50,56,60,62,2018-09-19 11:18:36
Brendon Santalab,WS Wanderers,A-League,ST,Bronze,59,86,58,45,63,24,60,2018-09-19 11:18:36
Hakan Aslantaş,Gençlerbirliği,Süper Lig,RB,Bronze,59,58,34,47,42,55,69,2018-09-19 11:18:36
David de Paula,FK Austria,A. Bundesliga,CM,Bronze,59,75,31,48,65,58,58,2018-09-19 11:18:36
Sandro Burki,FC Aarau,Raiffeisen SL,CDM,Bronze,59,74,29,51,55,56,63,2018-09-19 11:18:36
Joseph N'Do,Limerick,Airtricity League,CAM,Bronze,59,68,47,50,62,61,69,2018-09-19 11:18:36
Ashley Vincent,Shrewsbury,Football League 2,LM,Bronze,59,67,38,53,57,56,65,2018-09-19 11:18:36
Johannes Ertl,Portsmouth,Football League 2,CDM,Bronze,59,81,48,54,61,32,50,2018-09-19 11:18:36
Krzysztof Ostrowski,Śląsk Wrocław,Ekstraklasa,RB,Bronze,59,67,44,46,69,25,37,2018-09-19 11:18:36
Keith Lowe,York City,Football League 2,CB,Bronze,59,67,26,39,47,59,63,2018-09-19 11:18:36
Veljko Nikitović,Górnik Łęczna,Ekstraklasa,CDM,Bronze,59,74,30,50,55,56,62,2018-09-19 11:18:36
Sean O'Hanlon,Carlisle United,Football League 2,CB,Bronze,59,75,43,51,60,56,67,2018-09-19 11:18:36
John White,Southend United,Football League 2,RB,Bronze,59,76,45,55,61,58,47,2018-09-19 11:18:36
Michael Christensen,FC Vestsjælland,Superliga,CB,Bronze,59,68,57,52,61,29,55,2018-09-19 11:18:36
Daniel Murray,Cork City,Airtricity League,CB,Bronze,59,73,43,46,58,54,79,2018-09-19 11:18:36
Alan Bennett,AFC Wimbledon,Football League 2,CB,Bronze,59,58,44,52,51,57,73,2018-09-19 11:18:36
Massimiliano Scaglia,Vercelli,Serie B,LB,Bronze,59,62,50,55,53,53,67,2018-09-19 11:18:36
Cliff Byrne,Derry City,Airtricity League,CB,Bronze,59,81,42,54,63,54,65,2018-09-19 11:18:36
Pat Baldwin,Exeter City,Football League 2,CB,Bronze,59,65,40,37,37,54,64,2018-09-19 11:18:36
Gary McSheffrey,Scunthorpe Utd,Football League,LM,Bronze,59,39,61,35,51,29,63,2018-09-19 11:18:36
Andy Whing,Oxford United,Football League 2,CDM,Bronze,59,68,56,48,54,39,71,2018-09-19 11:18:36
Arron Davies,Exeter City,Football League 2,LM,Bronze,59,67,33,50,47,57,64,2018-09-19 11:18:36
Richard Foster,Rangers,Scotland League,RB,Bronze,59,65,56,47,58,34,69,2018-09-19 11:18:36
Paul Connolly,Luton Town,Football League 2,RB,Bronze,59,65,51,58,59,47,66,2018-09-19 11:18:36
Simon Ramsden,Motherwell,Scottish Prem,RB,Bronze,59,66,26,40,54,58,68,2018-09-19 11:18:36
Mark Phillips,AFC Wimbledon,Football League 2,CB,Bronze,59,66,24,50,54,59,60,2018-09-19 11:18:36
Logan Pause,Chicago Fire,MLS,CDM,Bronze,59,51,59,39,53,31,51,2018-09-19 11:18:36
Matt Richards,Cheltenham Town,Football League 2,CM,Bronze,59,63,33,38,50,57,69,2018-09-19 11:18:36
Matt Bloomfield,Wycombe,Football League 2,CM,Bronze,59,73,33,53,58,56,61,2018-09-19 11:18:36
Adam Murray,Mansfield Town,Football League 2,CM,Bronze,59,67,43,60,61,50,58,2018-09-19 11:18:36
Dannie Bulman,AFC Wimbledon,Football League 2,CM,Bronze,59,53,42,49,53,56,69,2018-09-19 11:18:36
Darren Carter,Northampton,Football League 2,CM,Bronze,59,72,56,61,69,42,55,2018-09-19 11:18:36
Hjálmar Jónsson,IFK Göteborg,Allsvenskan,CB,Bronze,59,72,56,43,50,27,62,2018-09-19 11:18:36
Daniel Mobaeck,IF Elfsborg,Allsvenskan,CB,Bronze,59,81,53,47,61,27,58,2018-09-19 11:18:36
Brian Mullan,Colorado Rapids,MLS,RB,Bronze,59,68,46,51,56,56,65,2018-09-19 11:18:36
John Dempster,Mansfield Town,Football League 2,CB,Bronze,59,59,35,49,56,58,58,2018-09-19 11:18:36
Sam Collins,Hartlepool,Football League 2,CB,Bronze,59,81,43,47,60,54,59,2018-09-19 11:18:36
Chris Porter,Sheffield Utd,Football League,ST,Bronze,59,57,28,41,52,60,61,2018-09-19 11:18:36
Dean Holden,Walsall,Football League,CB,Bronze,59,78,59,58,67,42,48,2018-09-19 11:18:36
Matt Oakley,Exeter City,Football League 2,CM,Bronze,59,72,49,57,60,53,67,2018-09-19 11:18:36
Alex Neil,Hamilton,Scottish Prem,CM,Bronze,59,75,55,56,59,32,36,2018-09-19 11:18:36
Simonas Stankevičius,Oldham Athletic,Football League,ST,Bronze,58,75,27,45,49,58,63,2018-09-19 11:18:36
Miles Storey,Inverness CT,Scottish Prem,ST,Bronze,58,87,56,44,57,28,59,2018-09-19 11:18:36
Felicio Brown Forbes,FC Rostov,Russian League,RB,Bronze,58,69,59,45,56,26,57,2018-09-19 11:18:36
Andy Kellett,Wigan Athletic,FL Championship,LWB,Bronze,58,69,54,45,64,29,52,2018-09-19 11:18:36
Patrick Da Silva,Randers FC,Superliga,LB,Bronze,58,78,26,50,61,59,66,2018-09-19 11:18:36
Ertuğrul Ersoy,Çaykur Rizespor,Süper Lig,CB,Bronze,58,81,38,48,56,55,68,2018-09-19 11:18:36
Kadeem Harris,Barnsley,FL Championship,LM,Bronze,58,69,27,45,48,58,65,2018-09-19 11:18:36
Krisztián Tamás,La Spezia,Serie B,LB,Bronze,58,85,37,54,56,28,64,2018-09-19 11:18:36
Ozan Tufan,Fenerbahçe SK,Süper Lig,CDM,Bronze,58,73,57,52,60,55,60,2018-09-19 11:18:36
Shaquile Coulthirst,Wigan Athletic,FL Championship,LM,Bronze,58,47,38,37,43,57,69,2018-09-19 11:18:36
John Lundstram,Oxford United,Football League 2,CM,Bronze,58,65,39,55,57,62,74,2018-09-19 11:18:36
Rashed Al Rahab,Hajer,ALJ League,RB,Bronze,58,65,34,55,62,50,65,2018-09-19 11:18:36
Sebastian Ramhorn,Åtvidabergs FF ,Allsvenskan,LB,Bronze,58,69,45,55,57,42,53,2018-09-19 11:18:36
Ivan Toney,Newcastle Utd,Barclays PL,ST,Bronze,58,76,48,58,51,53,52,2018-09-19 11:18:36
Joe Pigott,Southend United,Football League 2,ST,Bronze,58,81,60,58,66,45,67,2018-09-19 11:18:36
Mamuka Kobakhidze,Mordovia Saransk,Russian League,CB,Bronze,58,74,29,51,56,57,61,2018-09-19 11:18:36
Jerome Binnom-Williams,Burton Albion,Football League 2,LB,Bronze,58,72,28,44,54,58,59,2018-09-19 11:18:36
Chuba Akpom,Hull City,Barclays PL,ST,Bronze,58,72,29,49,44,60,72,2018-09-19 11:18:36
Jack Stephens,Middlesbrough,FL Championship,CB,Bronze,58,64,51,55,61,44,64,2018-09-19 11:18:36
Sebastian Lletget,LA Galaxy,MLS,CM,Bronze,58,68,45,55,56,51,74,2018-09-19 11:18:36
Michael Jordan Contreras,Uni. de Chile,Camp. Scotiabank,RB,Bronze,58,54,28,42,39,57,69,2018-09-19 11:18:36
Lukas Denner,SV Grödig,A. Bundesliga,LM,Bronze,58,57,32,40,43,57,65,2018-09-19 11:18:36
Awer Mabil,FC Midtjylland,Superliga,RW,Bronze,58,76,24,48,50,59,62,2018-09-19 11:18:36
Mark Beck,Yeovil Town,FL Championship,ST,Bronze,58,69,39,59,65,56,46,2018-09-19 11:18:36
Ryan Inniss,Port Vale,Football League,CB,Bronze,58,64,57,39,65,29,58,2018-09-19 11:18:36
Cameron Watson,Newcastle Jets,A-League,CM,Bronze,58,74,40,51,62,51,53,2018-09-19 11:18:36
Ciaran Kilduff,Dundalk,Airtricity League,ST,Bronze,58,71,34,53,63,58,55,2018-09-19 11:18:36
Joseph Baffo,Braunschweig,Bundesliga,CB,Bronze,58,77,59,40,58,27,58,2018-09-19 11:18:36
Jason Hoffman,Newcastle Jets,A-League,RB,Bronze,58,73,43,58,63,50,61,2018-09-19 11:18:36
Matt McClure,Dagenham,Football League 2,ST,Bronze,58,81,54,43,60,30,61,2018-09-19 11:18:36
Stephane Besle,RC Lens,Ligue 1,CB,Bronze,58,67,35,56,62,59,70,2018-09-19 11:18:36
Jordi Hiwula,Huddersfield,FL Championship,ST,Bronze,58,67,35,60,59,57,59,2018-09-19 11:18:36
Baptiste Guillaume,LOSC Lille,Ligue 1,ST,Bronze,58,73,57,54,59,52,54,2018-09-19 11:18:36
Jack Redshaw,Blackpool,FL Championship,ST,Bronze,58,59,44,60,62,51,57,2018-09-19 11:18:36
Awadh Khrees,Al-Ittihad,ALJ League,RB,Bronze,58,75,52,49,66,26,54,2018-09-19 11:18:36
José Mauri,Milan,Serie A,CM,Bronze,58,40,25,39,40,58,71,2018-09-19 11:18:36
Ciaran Kilduff,St. Pats,Airtricity League,ST,Bronze,58,80,39,52,48,54,69,2018-09-19 11:18:36
Jakub Kowalski,Podbeskidzie,Ekstraklasa,RM,Bronze,58,65,30,51,58,56,70,2018-09-19 11:18:36
Billy Bingham,Crewe Alexandra,Football League,CM,Bronze,58,66,52,61,64,49,56,2018-09-19 11:18:36
Marc Laird,Yeovil Town,FL Championship,CM,Bronze,58,72,51,50,58,54,76,2018-09-19 11:18:36
Rafał Grzelak,Korona Kielce,Ekstraklasa,LB,Bronze,58,78,49,48,70,24,46,2018-09-19 11:18:36
Kim Pyung Rae,Jeonnam Dragons,K LEAGUE,CM,Bronze,58,60,28,33,38,57,67,2018-09-19 11:18:36
Daniel Berntsen,Djurgårdens IF,Allsvenskan,CM,Bronze,58,81,53,50,59,27,55,2018-09-19 11:18:36
Jason McGuinness,St. Pats,Airtricity League,CB,Bronze,58,65,45,57,60,44,63,2018-09-19 11:18:36
Andreas Christensen,Bor. M'gladbach,Bundesliga,CB,Bronze,58,61,46,59,59,46,58,2018-09-19 11:18:36
Jacob Pepper,WS Wanderers,A-League,CDM,Bronze,58,65,36,48,55,57,65,2018-09-19 11:18:36
Tom Barkhuizen,Morecambe,Football League 2,ST,Bronze,58,78,49,57,57,50,62,2018-09-19 11:18:36
Yeon Jei Min,Suwon Bluewings,K LEAGUE,CB,Bronze,58,56,58,57,65,56,66,2018-09-19 11:18:36
Marcus Antonsson,Kalmar FF,Allsvenskan,ST,Bronze,58,68,50,51,64,41,56,2018-09-19 11:18:36
Michael Jordan Contreras,CD Huachipato,Camp. Scotiabank,RB,Bronze,58,58,48,56,52,60,70,2018-09-19 11:18:36
Nico Brandenburger,FC Luzern,Raiffeisen SL,CM,Bronze,58,54,29,40,32,57,68,2018-09-19 11:18:36
Francisco Flores,Pachuca,LIGA Bancomer MX,RB,Bronze,58,61,53,63,65,32,53,2018-09-19 11:18:36
Michael Raynes,Carlisle United,Football League,CB,Bronze,58,70,56,52,62,56,65,2018-09-19 11:18:36
Fabian Holthaus,F. Düsseldorf,2. Bundesliga,LB,Bronze,58,66,56,50,55,34,70,2018-09-19 11:18:36
Richard Brindley,Colchester,Football League,RB,Bronze,58,77,59,37,57,26,51,2018-09-19 11:18:36
Rasmus Festersen,Odense Boldklub,Superliga,ST,Bronze,58,64,31,51,48,56,68,2018-09-19 11:18:36
Stephan Auer,SK Rapid Wien,A. Bundesliga,LB,Bronze,58,63,38,52,52,57,60,2018-09-19 11:18:36
Sebastian Velasquez,NY City FC,MLS,CM,Bronze,58,67,44,61,64,33,56,2018-09-19 11:18:36
Valmir Berisha,SC Cambuur,Eredivisie,ST,Bronze,58,91,60,51,67,27,39,2018-09-19 11:18:36
Mark Quigley,Derry City,Airtricity League,ST,Bronze,58,62,49,52,64,51,64,2018-09-19 11:18:36
Ty Harden,Chicago Fire,MLS,CB,Bronze,58,69,26,45,54,58,70,2018-09-19 11:18:36
Charlie Wyke,Carlisle United,Football League,ST,Bronze,58,68,57,54,54,43,58,2018-09-19 11:18:36
Tom Newey,Northampton,Football League 2,LB,Bronze,58,73,58,43,58,28,56,2018-09-19 11:18:36
David McAllister,Stevenage,Football League,CDM,Bronze,58,66,56,50,64,30,55,2018-09-19 11:18:36
Callum McFadzean,Sheffield Utd,Football League,LM,Bronze,58,79,57,40,62,27,54,2018-09-19 11:18:36
Michele Polverino,SV Ried,A. Bundesliga,CDM,Bronze,58,69,32,48,38,57,68,2018-09-19 11:18:36
Paris Cowan-Hall,Millwall,FL Championship,RM,Bronze,58,68,34,55,49,57,66,2018-09-19 11:18:36
George Evans,Scunthorpe Utd,Football League,CM,Bronze,58,62,58,54,61,36,60,2018-09-19 11:18:36
Andy Kellett,Manchester Utd,Barclays PL,LWB,Bronze,58,65,28,38,38,57,71,2018-09-19 11:18:36
Valmir Berisha,Panathinaikos,Hellas Liga,ST,Bronze,58,74,49,52,54,56,64,2018-09-19 11:18:36
Tom Lawrence,Leicester City,Barclays PL,LM,Bronze,58,50,64,45,62,36,66,2018-09-19 11:18:36
Joe Pigott,Newport County,Football League 2,ST,Bronze,58,69,42,55,57,56,63,2018-09-19 11:18:36
Jack Stephens,Swindon Town,Football League,CB,Bronze,58,50,36,54,41,56,66,2018-09-19 11:18:36
Ryan Watson,Northampton,Football League 2,CAM,Bronze,58,52,35,52,54,53,69,2018-09-19 11:18:36
Cédric Goncalves,Clermont Foot,Ligue 2,CM,Bronze,58,71,58,39,54,28,65,2018-09-19 11:18:36
Axel Borgmann,FC Schalke 04,Bundesliga,LB,Bronze,58,65,51,56,58,55,54,2018-09-19 11:18:36
